id,category,field,answer_type
671d6a90bdac50eb5e8d8e86,Math,解析、微分方程式,exactMatch
671d70b42f937e77ea5cb0cc,Math,解析、代数、幾何,exactMatch
671d9c62355c956ce7de5a89,Math,ゲーム理論、確率、組合せ論,exactMatch
671dc1300e30fa8a7d64db58,Math,解析、微分方程式、線形代数,exactMatch
671dc2145167d65f41c86c58,Math,代数,multipleChoice
671de7c204928e6c45fe1dc9,Math,集合,multipleChoice
671df0f391a438f6811f5133,Math,確率・統計,exactMatch
671df94021be7c0de0c698e8,Math,順序集合論、グラフ理論、集合論、数論、解析,exactMatch
671dfc4d348d6bb4709de947,Math,幾何、解析,exactMatch
671e1b4b32a23f6634d70269,Math,位相幾何、代数,exactMatch
671e257023b28b50d1469683,Math,位相幾何、代数,exactMatch
671e4c2e88c7438591f287ae,Math,代数,exactMatch
671edddb6edc2afd69958943,Math,群論,exactMatch
671f05c0d0f22fd6e50482df,Math,代数,exactMatch
671f0f565a31c38041aa96a3,Math,数論、集合,exactMatch
671f1b5bf1d35a8b2b3b9756,Math,離散数学、組合せ論,exactMatch
671f1f4ae38f776acdad8a77,Math,数理論理学、集合論,multipleChoice
671f3a628a33df76faeb71eb,Math,位相数学,exactMatch
671f3c368a33df76faeb71f3,Math,解析、代数,exactMatch
671f4997a2bc63fb20c63134,Math,解析、線形代数,exactMatch
671f54e6a9349689d3eb65ff,Math,解析、線形代数、情報理論,exactMatch
671f612d12bc18b3bf57dd89,Math,位相数学,exactMatch
671f84c91d893bdd9af05be5,Math,解析、組合せ論、計算理論,exactMatch
671f887676b11ce91b2887ce,Math,"代数, 位相幾何",exactMatch
671f8a4e7e8f160452726c81,Math,離散数学、組合せ論,exactMatch
671f99152e60076c5693554f,Math,離散数学、解析、組合せ論,exactMatch
671f9eaa45414d0ed7ee4f88,Math,群論,exactMatch
671fafee2e60076c5693558a,Math,代数,exactMatch
671fb32753f9dd7511fe4d70,Math,群論,exactMatch
671fb84fc6abf8266c1892c8,Math,群論,exactMatch
671fbea5326bcfd746f4d96f,Math,"代数, 幾何",exactMatch
671fc0c2f0bea11129a5ecdd,Math,代数、位相幾何,exactMatch
671fe4f45a0f70920ad3bd63,Math,群論,exactMatch
6720204c18dac989ee5554d4,Math,代数幾何、群論,exactMatch
67202419dbc5086c0bdd4e0b,Math,順序集合論、グラフ理論,exactMatch
672059fc2ea5966e3eddd835,Math,確率論、幾何,exactMatch
67205ffef58a25138266a364,Math,ゲーム理論、解析,exactMatch
672065bcff30e78ae646b59c,Math,数論、代数,exactMatch
672067805681ce2b6f5a08a7,Math,線形代数、有限体論,exactMatch
672068b61177432c7e500289,Math,解析、数論,exactMatch
67206ac2f58a25138266a375,Math,組合せ論、グラフ理論,exactMatch
67208d2f5241ba1dad593bf5,Math,解析,exactMatch
67208fc7a002d6ecbf05e8ed,Math,位相幾何,exactMatch
67209ea05425611553f598c7,Math,位相数学、群論,exactMatch
6720a8db5425611553f598d6,Math,位相,exactMatch
6720b19753f93bde5977a8e9,Math,集合論,exactMatch
6720bde4806ce34140909a67,Math,数論,exactMatch
6720c149c6e0d9a4953b6370,Math,群論,exactMatch
6720c324083a628a849fcb53,Math,幾何,exactMatch
6720c7d9831d6450ba886ff0,Math,離散数学、確率論,exactMatch
6720ca4b696f86db458bcfe9,Math,"代数, 行列理論, 計算理論",exactMatch
6720cf0221eb3705cfeb267b,Math,代数,exactMatch
6720cf9caa0f927c36a3eb71,Math,解析,exactMatch
6720f01e936e8e4575f4f3f4,Math,"代数, 位相数学",exactMatch
6720feb00d9c62225dd12bd5,Math,離散数学、組合せ論,exactMatch
6720ff60488fb478b942537b,Math,"幾何, 解析",exactMatch
672102b6febecf1a8b9b0845,Math,幾何、解析,exactMatch
6721044c137d5f8ca61261a5,Math,離散数学、グラフ理論,exactMatch
6721058a1e9aa94fc1e215dd,Math,数論、組合せ論、代数,exactMatch
67210bd65968ddcc0df3a248,Math,代数、集合、位相,exactMatch
67210e0b44a741b2fde3c609,Math,組合せ論、確率論,exactMatch
67211367482789b0dc078880,Math,代数、情報理論,exactMatch
6721154d5968ddcc0df3a25c,Math,確率論、解析,exactMatch
6721176ed9397a0c64dba826,Math,確率論、統計学,exactMatch
6721545d3f8c49e613c94fac,Math,組合せ論、解析学,exactMatch
6721596dbc4ad500af47418b,Math,離散数学、組合せ論,exactMatch
672162b02795580f2ee8644f,Math,論理学、ブール代数,exactMatch
67216f0abddbccdce9955e93,Math,群論,exactMatch
672170613659e79885449d5a,Math,代数,exactMatch
67217d44c98941f2d2d343f6,Math,"位相, 集合",exactMatch
67219c66a8cd9fb6c1e25d71,Math,微分幾何、解析学,exactMatch
6721a42269600ecb23a3e623,Math,解析学,exactMatch
6721ac0547bc48850f17f779,Math,解析、集合,exactMatch
6721b01e63e02c05008905d9,Math,集合、数論、位相数学、数学基礎論,exactMatch
6721b2171648dda151c2a7f9,Math,群論,exactMatch
6721fd0afec540182190e310,Math,代数,exactMatch
672200467408db93b36cfd02,Math,代数,exactMatch
6722039010af9c566d42b825,Math,幾何、最適化,exactMatch
6722048cdcce66512a82d9e2,Math,"代数, 表現論",exactMatch
6722084fdcce66512a82d9f4,Math,離散数学、確率論,exactMatch
67220ac44337b6721108bf83,Math,グラフ理論、組合せ論,exactMatch
6722198c0628f6647e3d591e,Math,組合せ論、数論、幾何,exactMatch
67222f4b0f0526aefdf441ff,Math,幾何、組合せ論,exactMatch
67223f9b0f0526aefdf4421b,Math,確率論、線形代数、解析,exactMatch
672255e153af61d9b29732b8,Math,確率論、解析,exactMatch
67225e2f53af61d9b29732c8,Math,解析、最適化,exactMatch
67225e48f657c5888f075dad,Math,解析、集合,exactMatch
672262d988e407d7eb07744d,Math,解析、特殊関数論、組合せ論,exactMatch
672275f643469364173b0c14,Math,数論,exactMatch
6722815c3c4f6785b07a6f49,Math,"幾何, 組合せ論",exactMatch
6722870ef7bda9406bc723ac,Math,"解析, 微分方程式",exactMatch
6722889086cf6075e69b96a7,Math,"幾何, 解析, 最適化",exactMatch
67228eb808748295331b3dfb,Math,確率論、解析,exactMatch
67229ab808748295331b3e1b,Math,線形代数、ベクトル解析,exactMatch
6722a909f1d6384da90a4a38,Math,組合せ論、数列解析,exactMatch
6722b2777f84054950978f74,Math,解析,exactMatch
6722b6a92f1a6e315f1dff3b,Math,離散数学、組合せ論,exactMatch
6722c2c066e4416e650d9032,Math,"離散数学, 代数",exactMatch
6722c4f1d60ad77b5374fdd2,Math,組合せ論,exactMatch
6722e21ca33cee8da62128a4,Math,組合せ論、幾何,multipleChoice
6722e2aa59f0f83e64e054ed,Math,確率・統計,multipleChoice
67231c593913fc1112f91418,Math,最適化、幾何,exactMatch
67234ef248728bb7e8175bf2,Math,代数、グラフ理論,exactMatch
67235bc3c0ae8158005244a9,Math,統計学、解析,exactMatch
6723755c2e0b21bf390c5a30,Math,代数,exactMatch
67239d8e02ee3ca40bc2034a,Math,解析、凸解析,exactMatch
6723a06c2ed591ecf750d591,Math,解析、測度論,exactMatch
6723b207610c8f282a827f3a,Math,解析、確率論,exactMatch
6723bf0d71d8a82752075279,Math,数論,exactMatch
67a69b0bc85a56ef94b67f1e,Math,解析、確率・統計,exactMatch
6723c2226e47cec0509b5cbb,Math,解析,exactMatch
6723c5cf75ffe38ab99c4e51,Math,解析、確率論、最適化,exactMatch
6723cc9539491a3045f62fef,Math,解析,exactMatch
6723cfdeddb9a8e96a06901a,Math,解析、力学,exactMatch
6723d5524a5a9552dc3d8836,Math,代数、ホモロジー代数、圏論,exactMatch
6723d9a6271ddeec8bacb9b6,Math,代数、位相,exactMatch
6723e2eed45a194cda34796b,Math,解析、確率、統計,exactMatch
6723e67a527c0443bbbe3964,Math,解析,exactMatch
6723ecf396f515ab208ab187,Math,組合せ論、幾何,exactMatch
6723ede433d757d4f7d6cad3,Math,確率・統計、解析,exactMatch
6723f126acf84f9f1810b4ee,Math,グラフ理論,exactMatch
6723f1bf0b72766be93d01ae,Math,代数,exactMatch
6723f44aabdb1dfc2b496a11,Math,代数,exactMatch
6723f7fd28eea415ba8d7af3,Math,代数幾何,exactMatch
6723f98e95122aa6e1c63506,Math,"数論, 代数",exactMatch
6723fd5a1e085509e462323d,Math,代数,exactMatch
6723fd7d1e085509e462323e,Math,組合せ論、代数,exactMatch
672413536c2345e86ea59fe7,Math,"数論,解析",exactMatch
67242a2d2a37861b051e6178,Math,組合せ論、ゲーム理論,multipleChoice
67242bb82a37861b051e617e,Math,複素解析,exactMatch
67243ab4c287b71df6f486c0,Math,離散数学、幾何,exactMatch
672452ce8300e6a4b0112cff,Math,離散数学、代数,exactMatch
672458d52253026c7368902c,Math,組合せ論、集合論,exactMatch
672458e95f170d6ed834f340,Math,解析,exactMatch
672473c50c7275f41d6d1e63,Math,離散数学,exactMatch
672481e607ba5eb2c1c53534,Math,代数、集合,exactMatch
67248cadd04b3798125682f3,Math,位相数学,exactMatch
6724900ad8246a7af6d54ff3,Math,解析、数値解析,exactMatch
6724970787a3fb903b6a4663,Math,組合せ論、ゲーム理論,exactMatch
67249b8ef14c6dca507d5e0d,Math,組合せ論、離散数学,exactMatch
67249dc1d8246a7af6d5500d,Math,確率論、統計学、機械学習,multipleChoice
6724a01ff14c6dca507d5e18,Math,幾何、組合せ論,exactMatch
6724a047d917564737255345,Math,"集合, 確率, 統計",multipleChoice
6724a2dd9138921d6f17231a,Math,離散数学,exactMatch
6724a338d917564737255349,Math,"解析, 微分方程式",exactMatch
6724aecb2bfc260d444bc385,Math,解析、関数解析、微分方程式,exactMatch
6724bcf944c2c3be8ba3cf72,Math,"解析, 微分方程式",exactMatch
6724c10df477ce1b85735d01,Math,解析,exactMatch
6724cdd55ae9c8186f31f920,Math,解析、代数,exactMatch
6724d4f2618e28a18b101158,Math,代数、幾何,exactMatch
6724d70af70a476bbcaa32e1,Math,解析,exactMatch
6724d9e612a8d5ea6a61936f,Math,数論、線形代数、格子理論,exactMatch
6724dae7f70a476bbcaa32ef,Math,代数、格子理論,exactMatch
6724de4af5d4eb3bb83e0597,Math,離散数学、計算理論,exactMatch
6724df023d152e09b5c5d6c1,Math,組合せ論、離散数学,exactMatch
6724e08542ec04c22a24aaa5,Math,代数,exactMatch
6724e240618e28a18b10117b,Math,抽象代数、環論、表現論,exactMatch
6724e72e2e4151a53d606225,Math,"代数, 表現論",exactMatch
6724ea8ca36a8ef783edc2e3,Math,"幾何, トポロジー",exactMatch
6724ecebaff45cdb58582060,Math,"解析, 関数解析, 偏微分方程式",exactMatch
6724ed87a36a8ef783edc2ec,Math,"代数, 幾何",multipleChoice
6724f3552002c95e0b70ebc4,Math,組合せ論、数論,exactMatch
6724f79792419e4380b5686a,Math,数論,multipleChoice
6724fae6d3b58eb90d837b32,Math,組合せ論、代数、幾何,exactMatch
6724fe91ea5926938a631b9c,Math,解析、代数,exactMatch
672501742cc2a1349f1ffad7,Math,解析,exactMatch
6725107c97743d26179494c6,Math,解析、位相,exactMatch
67251f8511085cbd9b25eea7,Math,"幾何, 最適化",multipleChoice
672521a56cd1b99dae47a110,Math,"群論, 計算理論",exactMatch
672522279bdd18fefce14c6f,Math,代数,exactMatch
67252660e6807ea2c8372c41,Math,グラフ理論,exactMatch
672528e739b66386e0489e89,Math,解析,exactMatch
67252916041c0a0ef1addf6f,Math,解析,exactMatch
6725292085b48a76ea1b5709,Math,解析,exactMatch
67252aad70e5e32e5897fa56,Math,解析、代数,exactMatch
67253382825d7a624838318c,Math,代数、解析,exactMatch
6725349f3e9860a3b615ce40,Math,解析、代数,exactMatch
672536736bc3970bc3e12ca5,Math,"数論, 幾何",multipleChoice
67253bcc94bd63ec55a66a0c,Math,"代数, 群論, 幾何",exactMatch
67253d0294bd63ec55a66a0d,Math,"数論, 代数, 組合せ論",exactMatch
672547d531e4efbf27ecd1cf,Math,解析、線形計画法,exactMatch
67254b9b3f37dfb9cf080a95,Math,代数、表現論、圏論,exactMatch
67254dd75a5d8bd3890203c6,Math,解析、微分、関数解析,multipleChoice
672556af66f8db005694c4d8,Math,組合せ論、数列,exactMatch
6725716480b9caf2f8f62d01,Math,組合せ論、数論、離散数学,exactMatch
67257466e173b172c061372a,Math,解析、偏微分方程式,exactMatch
672578eb24e0012c5eb7c4ea,Math,幾何,exactMatch
672579985c16db8f9647559c,Math,解析、離散数学,multipleChoice
6725809d0ce8918bd2e788b8,Math,解析,exactMatch
67258391e0340e3face2bc7b,Math,数列,exactMatch
672597fcf6ab4d803965b2e0,Math,幾何、群論,exactMatch
6725999445be7410f926c964,Math,群論、代数、幾何,exactMatch
67259a76e7601df8b19a9e2a,Math,群論,exactMatch
6725a2fa43705c76e4390cd9,Math,確率・統計,exactMatch
6725a3721da5d29be1a9a573,Math,組合せ論、数論、幾何,exactMatch
6725a4bd95dd1474c74f2904,Math,群論,exactMatch
6725bb338255543498bdcbec,Math,"代数, 解析",exactMatch
6725bb348255543498bdcbed,Math,"組合せ論, 数論",exactMatch
6725c97d4f347932f9a63e68,Math,解析、微分方程式,exactMatch
6725cb794f347932f9a63e6b,Math,代数,exactMatch
6725cc85569cf0c62da64d29,Math,代数、確率・統計,exactMatch
6725d1218a8e4959b13450be,Math,解析、代数,exactMatch
6725dc14097c6790b292765e,Math,確率・統計、線形代数,exactMatch
6725e3a826992c47ce3a7e99,Math,代数幾何,exactMatch
6725e3f7603864c505f3a699,Math,確率論、統計学,multipleChoice
6725e3f8603864c505f3a69a,Math,離散数学、数論、線形代数,exactMatch
6725e8e30a7e4f593d9c716f,Math,数論、代数幾何,multipleChoice
6725ee9126992c47ce3a7eb5,Math,幾何,exactMatch
6725f6cebbcb646b2076e64b,Math,表現論、代数、解析,exactMatch
6725f8e6aaf7cd419fd01ade,Math,代数、表現論,exactMatch
6725fbd80aae355a51195cca,Math,幾何,exactMatch
6725fe6b26992c47ce3a7ef5,Math,"線形代数, グラフ理論",multipleChoice
6725ffa31cd77337de97422c,Math,確率論、組合せ論,exactMatch
6725ffac1cd77337de97422d,Math,組合せ論、確率論、離散数学,exactMatch
672603f3fd50e2db8a0571ba,Math,解析、幾何,exactMatch
672604100aae355a51195cdf,Math,"幾何, 数論",exactMatch
672604e44ee1765ace1c8a40,Math,"情報理論, 確率論, 解析学",exactMatch
6726140e196c3daaab906acc,Math,解析学、微分方程式、数理生物学,exactMatch
672614260019e08d7f82b2d0,Math,グラフ理論、線形代数,multipleChoice
6726146a09e79f4662d109bc,Math,確率・情報理論、解析,exactMatch
67261f558ef4acce1da598d0,Math,解析,exactMatch
67262ab673b4f2f18a5c631f,Math,代数,exactMatch
672643a2699c78200b0177e9,Math,"解析, 偏微分方程",exactMatch
672656a3fd560b1526278952,Math,幾何学,exactMatch
67269e31f922f333ed9d695f,Math,"解析, 微分方程式",exactMatch
6726b213fce0098db0df41e8,Math,グラフ理論,exactMatch
6726b934d4553efaee99c556,Math,離散数学、アルゴリズム,exactMatch
6726bc54d4553efaee99c558,Math,グラフ理論、組合せ論,exactMatch
6726ecf08825660211cd8a68,Math,確率論、解析,exactMatch
6726ee5f8825660211cd8a70,Math,離散数学、確率論,exactMatch
6726efce60a613901f1fdf0b,Math,組合せ論、確率論,exactMatch
6726f1f73958e8253ed79aed,Math,解析、偏微分方程式,exactMatch
67273bfc2df343cad1ceb83e,Math,位相数学,exactMatch
672743f6b2c49bf5b7cbb56d,Math,代数、数論,exactMatch
67278a07f6750868800d5801,Math,"代数, 数論",exactMatch
672825849044c8a4cbd271a5,Math,グラフ理論,exactMatch
67283cfe8a55429d9a6f5a56,Math,離散数学,exactMatch
6728696b7c5ceb52207dc9d8,Math,数論、線形代数、解析学,exactMatch
672895e42863e798a320481b,Math,"解析, 微分学",exactMatch
67289af83c117573234842fc,Math,解析、幾何,exactMatch
6728ba13fbd2af689fc469e5,Math,代数,exactMatch
6728dbcfaad817387c40dbde,Math,組合せ論、数論,exactMatch
67293085960463c6c455b9e9,Math,代数幾何,exactMatch
67d66d03067f18d4c9ef4da9,Math,組合せ論、幾何,exactMatch
67299bb057f14fa7ce3fe4fd,Math,確率・統計、離散数学,exactMatch
6729d4704648ce900654fb6d,Math,離散数学、解析,exactMatch
672a2a263653e5d5e7710885,Math,位相数学,exactMatch
672a32576547c905a6e6ad2c,Math,離散数学、グラフ理論,exactMatch
672a3b69485ba3b093402460,Math,"幾何, 解析",exactMatch
672a5b4eefd96b7e660d8ea4,Math,幾何、天文学,exactMatch
672a5bd5efd96b7e660d8ea9,Math,離散数学,exactMatch
672a857f44b1b51ebe496467,Math,離散数学、組合せ論,exactMatch
672b2ff4a7b27beaf0e7779a,Math,位相幾何学、集合論、解析学,exactMatch
672b60ff231c04562f3fe6c0,Math,位相幾何学,exactMatch
672b74fe3f409f61a8efbe5e,Math,代数、解析,exactMatch
672b75530af18d6c52ca104c,Math,幾何,exactMatch
672b82cf41fc5c68b0325382,Math,代数、幾何,multipleChoice
672bb2bbe5bc491689003908,Math,線形代数、離散数学,multipleChoice
672bc2a8267cc248707f3b18,Math,代数,exactMatch
672c3c98d6f6f7a9e29fc6e2,Math,解析,exactMatch
672c82f6cf35e2d3ab488e6f,Math,位相空間論,exactMatch
672c84e4975ce618c77a5c49,Math,"位相数学, グラフ理論",multipleChoice
672c8e7a86c5d04249bd338e,Math,解析,multipleChoice
672c91122372b4061411e111,Math,解析、代数,exactMatch
672c973499e1076f34973bfc,Math,"集合, 数理論理学",multipleChoice
672c983d4183d91499fad7c5,Math,"集合, 数理論理学",exactMatch
672ca51e99e1076f34973c18,Math,"解析, 幾何",exactMatch
672ca5b60fcde739f6450e29,Math,"集合, 解析, 確率・統計",exactMatch
672caa8a948e810916427a4c,Math,位相空間,exactMatch
672cba8ce9bdca604f9e0c12,Math,"幾何, 解析",multipleChoice
672ccc56010db734d4f3f109,Math,幾何,exactMatch
672cdf88f01cb175ca130759,Math,解析、線形代数,exactMatch
672ce9226c70a3cd8f9e441b,Math,幾何、解析、集合,exactMatch
672cfee1db7c79384524d9b2,Math,解析、流体力学、幾何,exactMatch
672d01f582086e7db5570f4e,Math,複素解析,exactMatch
672d159c841ae6e83ce51dfb,Math,解析、偏微分方程式,exactMatch
672d2195841ae6e83ce51e18,Math,"幾何, 解析",exactMatch
672d6478802a6a4e9525e893,Math,"微分幾何, 代数幾何, トポロジー, 表現論",exactMatch
672d7be7f97c3b404d90f3c7,Math,組合せ論,exactMatch
672d7ebc9a32864a120253cd,Math,"解析, 関数解析, 変分法",exactMatch
672d7f16f97c3b404d90f3cc,Math,"解析, 関数解析, 変分法",exactMatch
672d8366f97c3b404d90f3d3,Math,グラフ理論,exactMatch
672d8b9b504a98f0e4799ae0,Math,解析,exactMatch
672da2566d1f60da4a748aca,Math,幾何,exactMatch
672db13596000a062a322379,Math,組合せ論、代数,exactMatch
672db3a88bc9e04cb09bf8f7,Math,組合せ論,exactMatch
672db430e9b58e3b2e97b67a,Math,幾何,exactMatch
672db86596000a062a32238c,Math,組合せ論,exactMatch
672dbb7dca434e751d8c2a83,Math,グラフ理論,exactMatch
672dd6cbc78b3d5830853a39,Math,位相数学,exactMatch
672dde1a9a1f996a161fbd05,Math,解析、幾何,exactMatch
672ddfdf10ab34a448a5e299,Math,位相数学、群論,exactMatch
672e0541604ada7a6f6735c0,Math,確率論、解析,exactMatch
672e05610a85795d0ed2d363,Math,解析,exactMatch
672e08c20a85795d0ed2d36b,Math,解析、線形代数,exactMatch
672e2ab240c7d7b0d90e0907,Math,幾何,exactMatch
672e4d316ee63a5d94bf863a,Math,数論,exactMatch
672e4fe878953b9f63939501,Math,数論,exactMatch
672e72082d0c14a2e7969dd5,Math,幾何,exactMatch
672f2311db65f629cc9236ce,Math,位相数学、群論,exactMatch
672f54bf8e66d0d6f864f6ec,Math,幾何、解析,exactMatch
672f74159150f3ac08f0c9f5,Math,"代数, 数論",exactMatch
672f819789e556fe53c8af75,Math,グラフ理論,exactMatch
672f887789e556fe53c8af89,Math,群論,exactMatch
672f8cf367988656535c9b1a,Math,確率論、解析,exactMatch
672f903de8305894b6cfdc7e,Math,確率論、解析,exactMatch
672f935ae8305894b6cfdc94,Math,位相数学,exactMatch
672f9b772357e1d1acd486b4,Math,"代数, 幾何",exactMatch
672faa45c5a8bce51676ee01,Math,確率・統計、離散数学,exactMatch
673029b26ad714f5469388f5,Math,解析、微分方程式,multipleChoice
67302aea4c42a72918926160,Math,解析、線形代数,exactMatch
67308f79c5ea548175bbf9fc,Math,解析、統計,exactMatch
67309ff3cae6d721326ee9f5,Math,位相幾何学,exactMatch
6730ab9b1c5695f59ab6a5e8,Math,"確率, 幾何, 解析",exactMatch
6730abc958ef965949f1faa9,Math,解析学,exactMatch
67310b7b6e2b21ba84f49060,Math,解析学,exactMatch
67310e19bf74eff110261caa,Math,幾何、位相、集合,multipleChoice
67313aab62d0ed16256c0093,Math,離散数学、組合せ論,exactMatch
6731bf34cb53dd90407d12b5,Math,微分幾何,exactMatch
6731c361932ff1e062488324,Math,論理学、集合論,exactMatch
6731c87c6c74786218717a81,Math,位相数学,exactMatch
6731cc48b2c262fe258260db,Math,確率論、解析,exactMatch
67320e338f6d9d8c50dca222,Math,グラフ理論、離散数学,exactMatch
67321d3b492db99ed0f964d2,Math,確率論、解析,exactMatch
67323ba02db3b4507c5bf93f,Math,幾何,exactMatch
673245364fe7531d658b2750,Math,解析、代数,exactMatch
67325538be6ffcb93ac06399,Math,組合せ論、離散数学,exactMatch
67327427dd4c31644d608f5c,Math,線形代数、差分方程式、周期境界値問題,exactMatch
6732a917934ffe0cf439cf30,Math,数論、解析,exactMatch
6732ca5730bf2e525136b688,Math,離散数学、グラフ理論,exactMatch
6732d91a87eb8fc773aaf2c0,Math,"解析, 微分方程式",multipleChoice
673312855d26efacb4819f3a,Math,"位相, 集合",exactMatch
673364562c46590b377046dd,Math,離散数学,exactMatch
673376d38769963eb1f7c580,Math,"幾何, 解析, 位相",exactMatch
6733919b7f92efbfefc1d561,Math,離散数学、グラフ理論、論理学,exactMatch
6733e070361b540695504b86,Math,幾何,exactMatch
6733f23b731fba4902214821,Math,離散数学,exactMatch
6733f31c4b8994c57e7160aa,Math,グラフ理論,exactMatch
673412c46358d5eb2b766533,Math,線形代数,exactMatch
67343cda5b69aac4188acc6e,Math,"代数, 幾何",exactMatch
67344c306c8af1669360d38e,Math,解析、数列、数論,exactMatch
6734830d5fc27d3e41519741,Math,トポロジー,exactMatch
673484483ad1f0cf44dd1ca6,Math,位相幾何学,exactMatch
6734af9217a9687889930afd,Math,解析、微分方程式,multipleChoice
6734c9d08b7d570e8e23f646,Math,解析、代数,exactMatch
6734d8dc5339f30ba329709d,Math,組合せ論,exactMatch
6734e070d2fa7918dc2795bb,Math,離散数学、グラフ理論,exactMatch
6734f24a08351f5bdfd38627,Math,位相数学,exactMatch
67350ad443f1d86ec88ce396,Math,"解析, 位相数学",exactMatch
6735268e5a2fa2eb62ee48c0,Math,解析、幾何,exactMatch
67352e9911e5510fc618f619,Math,離散数学、幾何,multipleChoice
673531cae26d0576765bd963,Math,離散数学、形式言語理論,exactMatch
67353bacf5927b66a51a2e7c,Math,組合せ論,exactMatch
673586ad6ea2c89a57e3bfb7,Math,集合論,exactMatch
673598e8e8a7a17c7004ed67,Math,代数,exactMatch
67359bd848f0d868aea133c4,Math,解析,exactMatch
6735a032f947388686c608f1,Math,代数,exactMatch
6735a2d69caf928ddf5957ed,Math,"集合, 圏論",exactMatch
6735bc5bd86155d1e57160e8,Math,"位相数学, 集合",exactMatch
6735c467e35b9d6fab20c23a,Math,確率論、解析、離散数学,exactMatch
6735d98ca3b3423f0757c08c,Math,トポロジー,exactMatch
67365419b7341a55d7dc1229,Math,確率論、幾何,exactMatch
6736667eb5eda7e01fa935b2,Math,線形代数、グラフ理論,exactMatch
673668e658bad7ba89d4ad54,Math,離散数学,multipleChoice
67367cbd06a61a42cae30293,Math,離散数学、幾何,exactMatch
6736b24a58f461953a97e874,Math,微分幾何、解析,exactMatch
6736b51358f461953a97e879,Math,解析、微分方程式,exactMatch
6736ccc7b9b2577c622e944c,Math,解析,exactMatch
6736cea8134f03c3c61391e9,Math,離散数学,exactMatch
6736d46462d883a670c09b5d,Math,線形代数,exactMatch
6736d5dc278519f8b1845091,Math,"幾何, 解析",exactMatch
6736d80ac3870d903d810cb3,Math,解析、数論,exactMatch
6736d98353926b38af8c204b,Math,代数幾何,exactMatch
6736df63b0bb13ba4f29c594,Math,確率論、離散数学,exactMatch
6736e17253926b38af8c205e,Math,"幾何, 解析",exactMatch
6736e1afac05181e46df9caf,Math,"数論, 組合せ論",exactMatch
6736e54a4c96e49df1036fc6,Math,解析、集合,exactMatch
6736eb1c3cb46a6e548a3a4f,Math,解析、代数,exactMatch
6736ec544c96e49df1036fea,Math,順序論、集合論,exactMatch
6736ecc681dc32f504545aae,Math,解析、線形代数、微分幾何,exactMatch
6736eead51fddf72315e793c,Math,代数,exactMatch
6736efd7c62053058bf5eef6,Math,"解析, 数列と級数",exactMatch
6736f46694e6cfc37bdae690,Math,ゲーム理論,multipleChoice
6736fbf13f0517b6e8a6071e,Math,微分幾何,exactMatch
6736fe88824201a362e27aa1,Math,トポロジー、ホモトピー論、代数トポロジー,exactMatch
6737016cd6feab08ed98c77d,Math,数論、組合せ論,exactMatch
67370359930c1fd7247f3413,Math,解析、力学,exactMatch
673709de3f0517b6e8a60764,Math,グラフ理論、組合せ論,exactMatch
67370a1b980211368f0f9531,Math,解析、組合せ論, and d >1. $b_{n} = \frac{n^{2}+n}{a_{n}}$
6737155919fe786391fedd08,Math,組合せ論、解析,exactMatch
673716bd2773953bca4195d7,Math,論理学、数論,exactMatch
679c353fc954984d079ecfb7,Math,代数,exactMatch
67371dc7fb093fc159cc78e8,Math,解析、微分方程式,exactMatch
673721bf2ccb228b9d55c8ff,Math,表現論、代数,exactMatch
67372559fb093fc159cc790f,Math,解析、微分方程式,exactMatch
6737259f2c11cb057c97911b,Math,代数、幾何,exactMatch
67372622d73437e891c14877,Math,解析、代数,exactMatch
67c677ac4b9355ec051c5426,Math,解析,exactMatch
6737309d1988146a57ffab18,Math,解析、微分積分,exactMatch
6737321d90a20eb348edbe03,Math,解析、線形代数、制御理論,exactMatch
6737382a90a20eb348edbe23,Math,代数幾何,exactMatch
673738b81bcb9388d8e3b31a,Math,位相幾何,exactMatch
673744590cf254c99a9595e4,Math,位相幾何,exactMatch
67374bd8cceb51c87c8f1925,Math,解析、位相、線形代数,exactMatch
67378355cf21a88cec0f42e5,Math,"位相, 集合",exactMatch
6737b25181d9423817b88328,Math,"組合せ論, グラフ理論",exactMatch
6737b54897dbabee150254d9,Math,集合論,exactMatch
6737c6ff3b2291333fbb48a4,Math,解析,exactMatch
6737ccee8ebd5a3e08cacd39,Math,トポロジー,exactMatch
6737cd443b2291333fbb48b6,Math,論理学、集合論,exactMatch
6737f5f63fee081b67a59e1c,Math,順序集合論、組合せ論,exactMatch
6737feb4c11efda6b940d219,Math,解析、数論,exactMatch
673814e333f92b33fc5d4ef6,Math,集合論,exactMatch
67381ce26a5242a22fe4681f,Math,"幾何, 解析, 確率・統計",exactMatch
67382a0d9093b0b290d932b9,Math,代数,exactMatch
67382e289b3842b34824245b,Math,代数、解析,exactMatch
67384618f50a1fb083fa3eea,Math,グラフ理論,exactMatch
67384d2f360c3e6934c83626,Math,数論、解析,exactMatch
6738507b4dc31bee20ab4b01,Math,微分幾何,exactMatch
673852c82e5179091a7648e8,Math,線形代数,exactMatch
67385365f50a1fb083fa3f02,Math,数論,exactMatch
673857db3a5ac4684b750d22,Math,位相数学,exactMatch
67387af4aa63aa9bc8096f48,Math,位相、群論,exactMatch
6738925a88684584d13d4d44,Math,"幾何, 解析",exactMatch
6738d62e37f41423112a76ba,Math,"解析, ベクトル解析",exactMatch
